product_name,category,platform,price,rating,delivery_days,discount,popularity
Acer Nitro Model 5,Laptops,Myntra,1185,4.3,1,15,6
MacBook Air Model 6,Laptops,Myntra,1322,4.4,2,18,7
MSI Katana Model 7,Laptops,Myntra,1459,4.5,3,21,8
HP Pavilion Model 8,Laptops,Myntra,1596,4.6,4,24,9
Lenovo IdeaPad Model 9,Laptops,Myntra,1733,4.7,5,27,10
ASUS VivoBook Model 10,Laptops,Myntra,1870,4.8,1,30,1
HP Victus Model 11,Laptops,Myntra,2007,4.9,2,33,2
Dell Inspiron Model 12,Laptops,Myntra,2144,3.8,3,36,3
Lenovo Legion Model 13,Laptops,Myntra,2281,3.9,4,39,4
ASUS TUF Model 14,Laptops,Myntra,2418,4.0,5,42,5
Acer Nitro Model 15,Laptops,Myntra,2555,4.1,1,45,6
MacBook Air Model 16,Laptops,Myntra,2692,4.2,2,48,7
MSI Katana Model 17,Laptops,Myntra,2829,4.3,3,1,8
HP Pavilion Model 18,Laptops,Myntra,2966,4.4,4,4,9
Lenovo IdeaPad Model 19,Laptops,Myntra,3103,4.5,5,7,10
ASUS VivoBook Model 20,Laptops,Myntra,3240,4.6,1,10,1
HP Victus Model 21,Laptops,Myntra,3377,4.7,2,13,2
Dell Inspiron Model 22,Laptops,Myntra,3514,4.8,3,16,3
Lenovo Legion Model 23,Laptops,Myntra,3651,4.9,4,19,4
ASUS TUF Model 24,Laptops,Myntra,3788,3.8,5,22,5
Acer Nitro Model 25,Laptops,Myntra,3925,3.9,1,25,6
MacBook Air Model 26,Laptops,Myntra,4062,4.0,2,28,7
MSI Katana Model 27,Laptops,Myntra,4199,4.1,3,31,8
HP Pavilion Model 28,Laptops,Myntra,4336,4.2,4,34,9
Lenovo IdeaPad Model 29,Laptops,Myntra,4473,4.3,5,37,10
ASUS VivoBook Model 30,Laptops,Myntra,4610,4.4,1,40,1
HP Victus Model 31,Laptops,Myntra,4747,4.5,2,43,2
Dell Inspiron Model 32,Laptops,Myntra,4884,4.6,3,46,3
Lenovo Legion Model 33,Laptops,Myntra,5021,4.7,4,49,4
ASUS TUF Model 34,Laptops,Myntra,5158,4.8,5,2,5
Acer Nitro Model 35,Laptops,Myntra,5295,4.9,1,5,6
MacBook Air Model 36,Laptops,Myntra,5432,3.8,2,8,7
MSI Katana Model 37,Laptops,Myntra,5569,3.9,3,11,8
HP Pavilion Model 38,Laptops,Myntra,5706,4.0,4,14,9
Lenovo IdeaPad Model 39,Laptops,Myntra,5843,4.1,5,17,10
ASUS VivoBook Model 40,Laptops,Myntra,5980,4.2,1,20,1
HP Victus Model 41,Laptops,Myntra,6117,4.3,2,23,2
Dell Inspiron Model 42,Laptops,Myntra,6254,4.4,3,26,3
Lenovo Legion Model 43,Laptops,Myntra,6391,4.5,4,29,4
ASUS TUF Model 44,Laptops,Myntra,6528,4.6,5,32,5
Acer Nitro Model 45,Laptops,Myntra,6665,4.7,1,35,6
MacBook Air Model 46,Laptops,Myntra,6802,4.8,2,38,7
MSI Katana Model 47,Laptops,Myntra,6939,4.9,3,41,8
HP Pavilion Model 48,Laptops,Myntra,7076,3.8,4,44,9
Lenovo IdeaPad Model 49,Laptops,Myntra,7213,3.9,5,47,10
ASUS VivoBook Model 50,Laptops,Myntra,7350,4.0,1,0,1
HP Victus Model 1,Laptops,Ajio,637,3.9,2,3,2
Dell Inspiron Model 2,Laptops,Ajio,774,4.0,3,6,3
Lenovo Legion Model 3,Laptops,Ajio,911,4.1,4,9,4
ASUS TUF Model 4,Laptops,Ajio,1048,4.2,5,12,5
Acer Nitro Model 5,Laptops,Ajio,1185,4.3,1,15,6
MacBook Air Model 6,Laptops,Ajio,1322,4.4,2,18,7
MSI Katana Model 7,Laptops,Ajio,1459,4.5,3,21,8
HP Pavilion Model 8,Laptops,Ajio,1596,4.6,4,24,9
Lenovo IdeaPad Model 9,Laptops,Ajio,1733,4.7,5,27,10
ASUS VivoBook Model 10,Laptops,Ajio,1870,4.8,1,30,1
HP Victus Model 11,Laptops,Ajio,2007,4.9,2,33,2
Dell Inspiron Model 12,Laptops,Ajio,2144,3.8,3,36,3
Lenovo Legion Model 13,Laptops,Ajio,2281,3.9,4,39,4
ASUS TUF Model 14,Laptops,Ajio,2418,4.0,5,42,5
Acer Nitro Model 15,Laptops,Ajio,2555,4.1,1,45,6
MacBook Air Model 16,Laptops,Ajio,2692,4.2,2,48,7
MSI Katana Model 17,Laptops,Ajio,2829,4.3,3,1,8
HP Pavilion Model 18,Laptops,Ajio,2966,4.4,4,4,9
Lenovo IdeaPad Model 19,Laptops,Ajio,3103,4.5,5,7,10
ASUS VivoBook Model 20,Laptops,Ajio,3240,4.6,1,10,1
HP Victus Model 21,Laptops,Ajio,3377,4.7,2,13,2
Dell Inspiron Model 22,Laptops,Ajio,3514,4.8,3,16,3
Lenovo Legion Model 23,Laptops,Ajio,3651,4.9,4,19,4
ASUS TUF Model 24,Laptops,Ajio,3788,3.8,5,22,5
Acer Nitro Model 25,Laptops,Ajio,3925,3.9,1,25,6
MacBook Air Model 26,Laptops,Ajio,4062,4.0,2,28,7
MSI Katana Model 27,Laptops,Ajio,4199,4.1,3,31,8
HP Pavilion Model 28,Laptops,Ajio,4336,4.2,4,34,9
Lenovo IdeaPad Model 29,Laptops,Ajio,4473,4.3,5,37,10
ASUS VivoBook Model 30,Laptops,Ajio,4610,4.4,1,40,1
HP Victus Model 31,Laptops,Ajio,4747,4.5,2,43,2
Dell Inspiron Model 32,Laptops,Ajio,4884,4.6,3,46,3
Lenovo Legion Model 33,Laptops,Ajio,5021,4.7,4,49,4
ASUS TUF Model 34,Laptops,Ajio,5158,4.8,5,2,5
Acer Nitro Model 35,Laptops,Ajio,5295,4.9,1,5,6
MacBook Air Model 36,Laptops,Ajio,5432,3.8,2,8,7
MSI Katana Model 37,Laptops,Ajio,5569,3.9,3,11,8
HP Pavilion Model 38,Laptops,Ajio,5706,4.0,4,14,9
Lenovo IdeaPad Model 39,Laptops,Ajio,5843,4.1,5,17,10
ASUS VivoBook Model 40,Laptops,Ajio,5980,4.2,1,20,1
HP Victus Model 41,Laptops,Ajio,6117,4.3,2,23,2
Dell Inspiron Model 42,Laptops,Ajio,6254,4.4,3,26,3
Lenovo Legion Model 43,Laptops,Ajio,6391,4.5,4,29,4
ASUS TUF Model 44,Laptops,Ajio,6528,4.6,5,32,5
Acer Nitro Model 45,Laptops,Ajio,6665,4.7,1,35,6
MacBook Air Model 46,Laptops,Ajio,6802,4.8,2,38,7
MSI Katana Model 47,Laptops,Ajio,6939,4.9,3,41,8
HP Pavilion Model 48,Laptops,Ajio,7076,3.8,4,44,9
Lenovo IdeaPad Model 49,Laptops,Ajio,7213,3.9,5,47,10
ASUS VivoBook Model 50,Laptops,Ajio,7350,4.0,1,0,1
HP Victus Model 1,Laptops,Meesho,637,3.9,2,3,2
Dell Inspiron Model 2,Laptops,Meesho,774,4.0,3,6,3
Lenovo Legion Model 3,Laptops,Meesho,911,4.1,4,9,4
ASUS TUF Model 4,Laptops,Meesho,1048,4.2,5,12,5
Acer Nitro Model 5,Laptops,Meesho,1185,4.3,1,15,6
MacBook Air Model 6,Laptops,Meesho,1322,4.4,2,18,7
MSI Katana Model 7,Laptops,Meesho,1459,4.5,3,21,8
HP Pavilion Model 8,Laptops,Meesho,1596,4.6,4,24,9
Lenovo IdeaPad Model 9,Laptops,Meesho,1733,4.7,5,27,10
ASUS VivoBook Model 10,Laptops,Meesho,1870,4.8,1,30,1
HP Victus Model 11,Laptops,Meesho,2007,4.9,2,33,2
Dell Inspiron Model 12,Laptops,Meesho,2144,3.8,3,36,3
Lenovo Legion Model 13,Laptops,Meesho,2281,3.9,4,39,4
ASUS TUF Model 14,Laptops,Meesho,2418,4.0,5,42,5
Acer Nitro Model 15,Laptops,Meesho,2555,4.1,1,45,6
MacBook Air Model 16,Laptops,Meesho,2692,4.2,2,48,7
MSI Katana Model 17,Laptops,Meesho,2829,4.3,3,1,8
HP Pavilion Model 18,Laptops,Meesho,2966,4.4,4,4,9
Lenovo IdeaPad Model 19,Laptops,Meesho,3103,4.5,5,7,10
ASUS VivoBook Model 20,Laptops,Meesho,3240,4.6,1,10,1
HP Victus Model 21,Laptops,Meesho,3377,4.7,2,13,2
Dell Inspiron Model 22,Laptops,Meesho,3514,4.8,3,16,3
Lenovo Legion Model 23,Laptops,Meesho,3651,4.9,4,19,4
ASUS TUF Model 24,Laptops,Meesho,3788,3.8,5,22,5
Acer Nitro Model 25,Laptops,Meesho,3925,3.9,1,25,6
MacBook Air Model 26,Laptops,Meesho,4062,4.0,2,28,7
MSI Katana Model 27,Laptops,Meesho,4199,4.1,3,31,8
HP Pavilion Model 28,Laptops,Meesho,4336,4.2,4,34,9
Lenovo IdeaPad Model 29,Laptops,Meesho,4473,4.3,5,37,10
ASUS VivoBook Model 30,Laptops,Meesho,4610,4.4,1,40,1
HP Victus Model 31,Laptops,Meesho,4747,4.5,2,43,2
Dell Inspiron Model 32,Laptops,Meesho,4884,4.6,3,46,3
Lenovo Legion Model 33,Laptops,Meesho,5021,4.7,4,49,4
ASUS TUF Model 34,Laptops,Meesho,5158,4.8,5,2,5
Acer Nitro Model 35,Laptops,Meesho,5295,4.9,1,5,6
MacBook Air Model 36,Laptops,Meesho,5432,3.8,2,8,7
MSI Katana Model 37,Laptops,Meesho,5569,3.9,3,11,8
HP Pavilion Model 38,Laptops,Meesho,5706,4.0,4,14,9
Lenovo IdeaPad Model 39,Laptops,Meesho,5843,4.1,5,17,10
ASUS VivoBook Model 40,Laptops,Meesho,5980,4.2,1,20,1
HP Victus Model 41,Laptops,Meesho,6117,4.3,2,23,2
Dell Inspiron Model 42,Laptops,Meesho,6254,4.4,3,26,3
Lenovo Legion Model 43,Laptops,Meesho,6391,4.5,4,29,4
ASUS TUF Model 44,Laptops,Meesho,6528,4.6,5,32,5
Acer Nitro Model 45,Laptops,Meesho,6665,4.7,1,35,6
MacBook Air Model 46,Laptops,Meesho,6802,4.8,2,38,7
MSI Katana Model 47,Laptops,Meesho,6939,4.9,3,41,8
HP Pavilion Model 48,Laptops,Meesho,7076,3.8,4,44,9
Lenovo IdeaPad Model 49,Laptops,Meesho,7213,3.9,5,47,10
ASUS VivoBook Model 50,Laptops,Meesho,7350,4.0,1,0,1
HP Victus Model 1,Laptops,Nykaa,637,3.9,2,3,2
Dell Inspiron Model 2,Laptops,Nykaa,774,4.0,3,6,3
Lenovo Legion Model 3,Laptops,Nykaa,911,4.1,4,9,4
ASUS TUF Model 4,Laptops,Nykaa,1048,4.2,5,12,5
Acer Nitro Model 5,Laptops,Nykaa,1185,4.3,1,15,6
MacBook Air Model 6,Laptops,Nykaa,1322,4.4,2,18,7
MSI Katana Model 7,Laptops,Nykaa,1459,4.5,3,21,8
HP Pavilion Model 8,Laptops,Nykaa,1596,4.6,4,24,9
Lenovo IdeaPad Model 9,Laptops,Nykaa,1733,4.7,5,27,10
ASUS VivoBook Model 10,Laptops,Nykaa,1870,4.8,1,30,1
HP Victus Model 11,Laptops,Nykaa,2007,4.9,2,33,2
Dell Inspiron Model 12,Laptops,Nykaa,2144,3.8,3,36,3
Lenovo Legion Model 13,Laptops,Nykaa,2281,3.9,4,39,4
ASUS TUF Model 14,Laptops,Nykaa,2418,4.0,5,42,5
Acer Nitro Model 15,Laptops,Nykaa,2555,4.1,1,45,6
MacBook Air Model 16,Laptops,Nykaa,2692,4.2,2,48,7
MSI Katana Model 17,Laptops,Nykaa,2829,4.3,3,1,8
HP Pavilion Model 18,Laptops,Nykaa,2966,4.4,4,4,9
Lenovo IdeaPad Model 19,Laptops,Nykaa,3103,4.5,5,7,10
ASUS VivoBook Model 20,Laptops,Nykaa,3240,4.6,1,10,1
HP Victus Model 21,Laptops,Nykaa,3377,4.7,2,13,2
Dell Inspiron Model 22,Laptops,Nykaa,3514,4.8,3,16,3
Lenovo Legion Model 23,Laptops,Nykaa,3651,4.9,4,19,4
ASUS TUF Model 24,Laptops,Nykaa,3788,3.8,5,22,5
Acer Nitro Model 25,Laptops,Nykaa,3925,3.9,1,25,6
MacBook Air Model 26,Laptops,Nykaa,4062,4.0,2,28,7
MSI Katana Model 27,Laptops,Nykaa,4199,4.1,3,31,8
HP Pavilion Model 28,Laptops,Nykaa,4336,4.2,4,34,9
Lenovo IdeaPad Model 29,Laptops,Nykaa,4473,4.3,5,37,10
ASUS VivoBook Model 30,Laptops,Nykaa,4610,4.4,1,40,1
HP Victus Model 31,Laptops,Nykaa,4747,4.5,2,43,2
Dell Inspiron Model 32,Laptops,Nykaa,4884,4.6,3,46,3
Lenovo Legion Model 33,Laptops,Nykaa,5021,4.7,4,49,4
ASUS TUF Model 34,Laptops,Nykaa,5158,4.8,5,2,5
Acer Nitro Model 35,Laptops,Nykaa,5295,4.9,1,5,6
MacBook Air Model 36,Laptops,Nykaa,5432,3.8,2,8,7
MSI Katana Model 37,Laptops,Nykaa,5569,3.9,3,11,8
HP Pavilion Model 38,Laptops,Nykaa,5706,4.0,4,14,9
Lenovo IdeaPad Model 39,Laptops,Nykaa,5843,4.1,5,17,10
ASUS VivoBook Model 40,Laptops,Nykaa,5980,4.2,1,20,1
HP Victus Model 41,Laptops,Nykaa,6117,4.3,2,23,2
Dell Inspiron Model 42,Laptops,Nykaa,6254,4.4,3,26,3
Lenovo Legion Model 43,Laptops,Nykaa,6391,4.5,4,29,4
ASUS TUF Model 44,Laptops,Nykaa,6528,4.6,5,32,5
Acer Nitro Model 45,Laptops,Nykaa,6665,4.7,1,35,6
MacBook Air Model 46,Laptops,Nykaa,6802,4.8,2,38,7
MSI Katana Model 47,Laptops,Nykaa,6939,4.9,3,41,8
HP Pavilion Model 48,Laptops,Nykaa,7076,3.8,4,44,9
Lenovo IdeaPad Model 49,Laptops,Nykaa,7213,3.9,5,47,10
ASUS VivoBook Model 50,Laptops,Nykaa,7350,4.0,1,0,1
Boat Rockerz Model 1,Headphones,Amazon,637,3.9,2,3,2
Sony WH Model 2,Headphones,Amazon,774,4.0,3,6,3
JBL Tune Model 3,Headphones,Amazon,911,4.1,4,9,4
Noise Headphones Model 4,Headphones,Amazon,1048,4.2,5,12,5
Realme Buds Model 5,Headphones,Amazon,1185,4.3,1,15,6
OnePlus Buds Model 6,Headphones,Amazon,1322,4.4,2,18,7
Apple AirPods Model 7,Headphones,Amazon,1459,4.5,3,21,8
Sennheiser Model 8,Headphones,Amazon,1596,4.6,4,24,9
Skullcandy Model 9,Headphones,Amazon,1733,4.7,5,27,10
Boult Audio Model 10,Headphones,Amazon,1870,4.8,1,30,1
Boat Rockerz Model 11,Headphones,Amazon,2007,4.9,2,33,2
Sony WH Model 12,Headphones,Amazon,2144,3.8,3,36,3
JBL Tune Model 13,Headphones,Amazon,2281,3.9,4,39,4
Noise Headphones Model 14,Headphones,Amazon,2418,4.0,5,42,5
Realme Buds Model 15,Headphones,Amazon,2555,4.1,1,45,6
OnePlus Buds Model 16,Headphones,Amazon,2692,4.2,2,48,7
Apple AirPods Model 17,Headphones,Amazon,2829,4.3,3,1,8
Sennheiser Model 18,Headphones,Amazon,2966,4.4,4,4,9
Skullcandy Model 19,Headphones,Amazon,3103,4.5,5,7,10
Boult Audio Model 20,Headphones,Amazon,3240,4.6,1,10,1
Boat Rockerz Model 21,Headphones,Amazon,3377,4.7,2,13,2
Sony WH Model 22,Headphones,Amazon,3514,4.8,3,16,3
JBL Tune Model 23,Headphones,Amazon,3651,4.9,4,19,4
Noise Headphones Model 24,Headphones,Amazon,3788,3.8,5,22,5
Realme Buds Model 25,Headphones,Amazon,3925,3.9,1,25,6
OnePlus Buds Model 26,Headphones,Amazon,4062,4.0,2,28,7
Apple AirPods Model 27,Headphones,Amazon,4199,4.1,3,31,8
Sennheiser Model 28,Headphones,Amazon,4336,4.2,4,34,9
Skullcandy Model 29,Headphones,Amazon,4473,4.3,5,37,10
Boult Audio Model 30,Headphones,Amazon,4610,4.4,1,40,1
Boat Rockerz Model 31,Headphones,Amazon,4747,4.5,2,43,2
Sony WH Model 32,Headphones,Amazon,4884,4.6,3,46,3
JBL Tune Model 33,Headphones,Amazon,5021,4.7,4,49,4
Noise Headphones Model 34,Headphones,Amazon,5158,4.8,5,2,5
Realme Buds Model 35,Headphones,Amazon,5295,4.9,1,5,6
OnePlus Buds Model 36,Headphones,Amazon,5432,3.8,2,8,7
Apple AirPods Model 37,Headphones,Amazon,5569,3.9,3,11,8
Sennheiser Model 38,Headphones,Amazon,5706,4.0,4,14,9
Skullcandy Model 39,Headphones,Amazon,5843,4.1,5,17,10
Boult Audio Model 40,Headphones,Amazon,5980,4.2,1,20,1
Boat Rockerz Model 41,Headphones,Amazon,6117,4.3,2,23,2
Sony WH Model 42,Headphones,Amazon,6254,4.4,3,26,3
JBL Tune Model 43,Headphones,Amazon,6391,4.5,4,29,4
Noise Headphones Model 44,Headphones,Amazon,6528,4.6,5,32,5
Realme Buds Model 45,Headphones,Amazon,6665,4.7,1,35,6
OnePlus Buds Model 46,Headphones,Amazon,6802,4.8,2,38,7
Apple AirPods Model 47,Headphones,Amazon,6939,4.9,3,41,8
Sennheiser Model 48,Headphones,Amazon,7076,3.8,4,44,9
Skullcandy Model 49,Headphones,Amazon,7213,3.9,5,47,10
Boult Audio Model 50,Headphones,Amazon,7350,4.0,1,0,1
Boat Rockerz Model 1,Headphones,Flipkart,637,3.9,2,3,2
Sony WH Model 2,Headphones,Flipkart,774,4.0,3,6,3
JBL Tune Model 3,Headphones,Flipkart,911,4.1,4,9,4
Noise Headphones Model 4,Headphones,Flipkart,1048,4.2,5,12,5
Realme Buds Model 5,Headphones,Flipkart,1185,4.3,1,15,6
OnePlus Buds Model 6,Headphones,Flipkart,1322,4.4,2,18,7
Apple AirPods Model 7,Headphones,Flipkart,1459,4.5,3,21,8
Sennheiser Model 8,Headphones,Flipkart,1596,4.6,4,24,9
Skullcandy Model 9,Headphones,Flipkart,1733,4.7,5,27,10
Boult Audio Model 10,Headphones,Flipkart,1870,4.8,1,30,1
Boat Rockerz Model 11,Headphones,Flipkart,2007,4.9,2,33,2
Sony WH Model 12,Headphones,Flipkart,2144,3.8,3,36,3
JBL Tune Model 13,Headphones,Flipkart,2281,3.9,4,39,4
Noise Headphones Model 14,Headphones,Flipkart,2418,4.0,5,42,5
Realme Buds Model 15,Headphones,Flipkart,2555,4.1,1,45,6
OnePlus Buds Model 16,Headphones,Flipkart,2692,4.2,2,48,7
Apple AirPods Model 17,Headphones,Flipkart,2829,4.3,3,1,8
Sennheiser Model 18,Headphones,Flipkart,2966,4.4,4,4,9
Skullcandy Model 19,Headphones,Flipkart,3103,4.5,5,7,10
Boult Audio Model 20,Headphones,Flipkart,3240,4.6,1,10,1
Boat Rockerz Model 21,Headphones,Flipkart,3377,4.7,2,13,2
Sony WH Model 22,Headphones,Flipkart,3514,4.8,3,16,3
JBL Tune Model 23,Headphones,Flipkart,3651,4.9,4,19,4
Noise Headphones Model 24,Headphones,Flipkart,3788,3.8,5,22,5
Realme Buds Model 25,Headphones,Flipkart,3925,3.9,1,25,6
OnePlus Buds Model 26,Headphones,Flipkart,4062,4.0,2,28,7
Apple AirPods Model 27,Headphones,Flipkart,4199,4.1,3,31,8
Sennheiser Model 28,Headphones,Flipkart,4336,4.2,4,34,9
Skullcandy Model 29,Headphones,Flipkart,4473,4.3,5,37,10
Boult Audio Model 30,Headphones,Flipkart,4610,4.4,1,40,1
Boat Rockerz Model 31,Headphones,Flipkart,4747,4.5,2,43,2
Sony WH Model 32,Headphones,Flipkart,4884,4.6,3,46,3
JBL Tune Model 33,Headphones,Flipkart,5021,4.7,4,49,4
Noise Headphones Model 34,Headphones,Flipkart,5158,4.8,5,2,5
Realme Buds Model 35,Headphones,Flipkart,5295,4.9,1,5,6
OnePlus Buds Model 36,Headphones,Flipkart,5432,3.8,2,8,7
Apple AirPods Model 37,Headphones,Flipkart,5569,3.9,3,11,8
Sennheiser Model 38,Headphones,Flipkart,5706,4.0,4,14,9
Skullcandy Model 39,Headphones,Flipkart,5843,4.1,5,17,10
Boult Audio Model 40,Headphones,Flipkart,5980,4.2,1,20,1
Boat Rockerz Model 41,Headphones,Flipkart,6117,4.3,2,23,2
Sony WH Model 42,Headphones,Flipkart,6254,4.4,3,26,3
JBL Tune Model 43,Headphones,Flipkart,6391,4.5,4,29,4
Noise Headphones Model 44,Headphones,Flipkart,6528,4.6,5,32,5
Realme Buds Model 45,Headphones,Flipkart,6665,4.7,1,35,6
OnePlus Buds Model 46,Headphones,Flipkart,6802,4.8,2,38,7
Apple AirPods Model 47,Headphones,Flipkart,6939,4.9,3,41,8
Sennheiser Model 48,Headphones,Flipkart,7076,3.8,4,44,9
Skullcandy Model 49,Headphones,Flipkart,7213,3.9,5,47,10
Boult Audio Model 50,Headphones,Flipkart,7350,4.0,1,0,1
Boat Rockerz Model 1,Headphones,Myntra,637,3.9,2,3,2
Sony WH Model 2,Headphones,Myntra,774,4.0,3,6,3
JBL Tune Model 3,Headphones,Myntra,911,4.1,4,9,4
Noise Headphones Model 4,Headphones,Myntra,1048,4.2,5,12,5
Realme Buds Model 5,Headphones,Myntra,1185,4.3,1,15,6
OnePlus Buds Model 6,Headphones,Myntra,1322,4.4,2,18,7
Apple AirPods Model 7,Headphones,Myntra,1459,4.5,3,21,8
Sennheiser Model 8,Headphones,Myntra,1596,4.6,4,24,9
Skullcandy Model 9,Headphones,Myntra,1733,4.7,5,27,10
Boult Audio Model 10,Headphones,Myntra,1870,4.8,1,30,1
Boat Rockerz Model 11,Headphones,Myntra,2007,4.9,2,33,2
Sony WH Model 12,Headphones,Myntra,2144,3.8,3,36,3
JBL Tune Model 13,Headphones,Myntra,2281,3.9,4,39,4
Noise Headphones Model 14,Headphones,Myntra,2418,4.0,5,42,5
Realme Buds Model 15,Headphones,Myntra,2555,4.1,1,45,6
OnePlus Buds Model 16,Headphones,Myntra,2692,4.2,2,48,7
Apple AirPods Model 17,Headphones,Myntra,2829,4.3,3,1,8
Sennheiser Model 18,Headphones,Myntra,2966,4.4,4,4,9
Skullcandy Model 19,Headphones,Myntra,3103,4.5,5,7,10
Boult Audio Model 20,Headphones,Myntra,3240,4.6,1,10,1
Boat Rockerz Model 21,Headphones,Myntra,3377,4.7,2,13,2
Sony WH Model 22,Headphones,Myntra,3514,4.8,3,16,3
JBL Tune Model 23,Headphones,Myntra,3651,4.9,4,19,4
Noise Headphones Model 24,Headphones,Myntra,3788,3.8,5,22,5
Realme Buds Model 25,Headphones,Myntra,3925,3.9,1,25,6
OnePlus Buds Model 26,Headphones,Myntra,4062,4.0,2,28,7
Apple AirPods Model 27,Headphones,Myntra,4199,4.1,3,31,8
Sennheiser Model 28,Headphones,Myntra,4336,4.2,4,34,9
Skullcandy Model 29,Headphones,Myntra,4473,4.3,5,37,10
Boult Audio Model 30,Headphones,Myntra,4610,4.4,1,40,1
Boat Rockerz Model 31,Headphones,Myntra,4747,4.5,2,43,2
Sony WH Model 32,Headphones,Myntra,4884,4.6,3,46,3
JBL Tune Model 33,Headphones,Myntra,5021,4.7,4,49,4
Noise Headphones Model 34,Headphones,Myntra,5158,4.8,5,2,5
Realme Buds Model 35,Headphones,Myntra,5295,4.9,1,5,6
OnePlus Buds Model 36,Headphones,Myntra,5432,3.8,2,8,7
Apple AirPods Model 37,Headphones,Myntra,5569,3.9,3,11,8
Sennheiser Model 38,Headphones,Myntra,5706,4.0,4,14,9
Skullcandy Model 39,Headphones,Myntra,5843,4.1,5,17,10
Boult Audio Model 40,Headphones,Myntra,5980,4.2,1,20,1
Boat Rockerz Model 41,Headphones,Myntra,6117,4.3,2,23,2
Sony WH Model 42,Headphones,Myntra,6254,4.4,3,26,3
JBL Tune Model 43,Headphones,Myntra,6391,4.5,4,29,4
Noise Headphones Model 44,Headphones,Myntra,6528,4.6,5,32,5
Realme Buds Model 45,Headphones,Myntra,6665,4.7,1,35,6
OnePlus Buds Model 46,Headphones,Myntra,6802,4.8,2,38,7
Apple AirPods Model 47,Headphones,Myntra,6939,4.9,3,41,8
Sennheiser Model 48,Headphones,Myntra,7076,3.8,4,44,9
Skullcandy Model 49,Headphones,Myntra,7213,3.9,5,47,10
Boult Audio Model 50,Headphones,Myntra,7350,4.0,1,0,1
Boat Rockerz Model 1,Headphones,Ajio,637,3.9,2,3,2
Sony WH Model 2,Headphones,Ajio,774,4.0,3,6,3
JBL Tune Model 3,Headphones,Ajio,911,4.1,4,9,4
Noise Headphones Model 4,Headphones,Ajio,1048,4.2,5,12,5
Realme Buds Model 5,Headphones,Ajio,1185,4.3,1,15,6
OnePlus Buds Model 6,Headphones,Ajio,1322,4.4,2,18,7
Apple AirPods Model 7,Headphones,Ajio,1459,4.5,3,21,8
Sennheiser Model 8,Headphones,Ajio,1596,4.6,4,24,9
Skullcandy Model 9,Headphones,Ajio,1733,4.7,5,27,10
Boult Audio Model 10,Headphones,Ajio,1870,4.8,1,30,1
Boat Rockerz Model 11,Headphones,Ajio,2007,4.9,2,33,2
Sony WH Model 12,Headphones,Ajio,2144,3.8,3,36,3
JBL Tune Model 13,Headphones,Ajio,2281,3.9,4,39,4
Noise Headphones Model 14,Headphones,Ajio,2418,4.0,5,42,5
Realme Buds Model 15,Headphones,Ajio,2555,4.1,1,45,6
OnePlus Buds Model 16,Headphones,Ajio,2692,4.2,2,48,7
Apple AirPods Model 17,Headphones,Ajio,2829,4.3,3,1,8
Sennheiser Model 18,Headphones,Ajio,2966,4.4,4,4,9
Skullcandy Model 19,Headphones,Ajio,3103,4.5,5,7,10
Boult Audio Model 20,Headphones,Ajio,3240,4.6,1,10,1
Boat Rockerz Model 21,Headphones,Ajio,3377,4.7,2,13,2
Sony WH Model 22,Headphones,Ajio,3514,4.8,3,16,3
JBL Tune Model 23,Headphones,Ajio,3651,4.9,4,19,4
Noise Headphones Model 24,Headphones,Ajio,3788,3.8,5,22,5
Realme Buds Model 25,Headphones,Ajio,3925,3.9,1,25,6
OnePlus Buds Model 26,Headphones,Ajio,4062,4.0,2,28,7
Apple AirPods Model 27,Headphones,Ajio,4199,4.1,3,31,8
Sennheiser Model 28,Headphones,Ajio,4336,4.2,4,34,9
Skullcandy Model 29,Headphones,Ajio,4473,4.3,5,37,10
Boult Audio Model 30,Headphones,Ajio,4610,4.4,1,40,1
Boat Rockerz Model 31,Headphones,Ajio,4747,4.5,2,43,2
Sony WH Model 32,Headphones,Ajio,4884,4.6,3,46,3
JBL Tune Model 33,Headphones,Ajio,5021,4.7,4,49,4
Noise Headphones Model 34,Headphones,Ajio,5158,4.8,5,2,5
Realme Buds Model 35,Headphones,Ajio,5295,4.9,1,5,6
OnePlus Buds Model 36,Headphones,Ajio,5432,3.8,2,8,7
Apple AirPods Model 37,Headphones,Ajio,5569,3.9,3,11,8
Sennheiser Model 38,Headphones,Ajio,5706,4.0,4,14,9
Skullcandy Model 39,Headphones,Ajio,5843,4.1,5,17,10
Boult Audio Model 40,Headphones,Ajio,5980,4.2,1,20,1
Boat Rockerz Model 41,Headphones,Ajio,6117,4.3,2,23,2
Sony WH Model 42,Headphones,Ajio,6254,4.4,3,26,3
JBL Tune Model 43,Headphones,Ajio,6391,4.5,4,29,4
Noise Headphones Model 44,Headphones,Ajio,6528,4.6,5,32,5
Realme Buds Model 45,Headphones,Ajio,6665,4.7,1,35,6
OnePlus Buds Model 46,Headphones,Ajio,6802,4.8,2,38,7
Apple AirPods Model 47,Headphones,Ajio,6939,4.9,3,41,8
Sennheiser Model 48,Headphones,Ajio,7076,3.8,4,44,9
Skullcandy Model 49,Headphones,Ajio,7213,3.9,5,47,10
Boult Audio Model 50,Headphones,Ajio,7350,4.0,1,0,1
Boat Rockerz Model 1,Headphones,Meesho,637,3.9,2,3,2
